_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,cannot_decide_reason,sim_score,sim_score:variance,a,b,cannot_decide_reason_gold,cluster_a,cluster_b,id_a,id_b,lemma,sim_score_gold,time_a,time_b
2540611949,false,finalized,5,11/13/2019 17:53:48,,3.6,0.49,"an especially important event in the building of the railroads took place in 1869 . in that year , helped by [[federal]] land grants , the first transcontinental line of railroad , extending from the midwest to the pacific coast , was completed . from then on , goods and persons could be moved by rail all the way across the continent .","lynn helms . administrator of the [[federal]] aviation administration , alerted airline presidents to the possible cutbacks at a private board meeting yesterday in washington of the air transport association , an industry group . airline operations , which are pushing close to 70 % or 75 % of normal at 22 major airports .",,7,1,18,21,federal,,1950-60,1970-80
2540611950,false,finalized,5,11/13/2019 17:26:37,,2.0,0.894,"other crops , such as wheat and alfalfa , prefer a fairly compact seed bed ; hence , frequent harrowing and crops . nevertheless , it pays to plow the land for them , even if we have to [[compact]] it again before seeding . the plowing aerates the soil and helps to set plant food free .","the chairs have individual fluorescent lights , radio receivers and built - in ashtrays . in the [[compact]] sleeping cars , equipment folds away to allow 50 % more floor space than usual . for safety , each car is equipped with a warning system which sets off an alarm when journal boxes become overheated .",,2,3,14,17,compact,,1990-00,1930-40
2540611951,false,finalized,5,11/13/2019 19:49:48,,3.0,0.0,"114 the chaplain ( jubilantly ) may 2 , 1863 - - chancellorsville ! here in one of the most brilliant exploits of all military history , lee and stonewall jackson struck the [[federal]] forces under hooker like lightning and scattered them . jackson suffered an arm wound in the fight .","before lincoln took office in march 1861 , the seven seceded states formed the confederate states of america . they took over almost all of the [[federal]] property within their charleston harbor . confederate guns opened fire on the fort on april 12 , 1861 , and forced its capitulation a day later .",,5,5,33,34,federal,,1950-60,1990-00
2540611952,false,finalized,5,11/13/2019 17:21:02,,2.4,0.8,"harriman for example - - appearing before congressional committees to damn the president ' s proposals , with faint praise and to plug their individual policies . on the all - important question of checking credit inflation , discussed by keith hutchison in detail on page 681 , secretary of the treasury snyder and chairman eccles of the [[federal]] reserve board , men on whom mr . truman must rely for guidance in this field , have been publicly at loggerheads .","profound geo - political reasons why the british decided to pass the proclamation of 1763 and quebec act of america , faced with all that was taking place in the american colonies . yet it was truly remarkable that , in this period of imperial history , the british themselves would begin to understand the importance of the federal principle and the [[federal]] idea , even in the heart of the empire . having won a military victory in 1759 , it would have been possible for the british to have insisted that those who had been conquered conform entirely to the culture , to the government , and to the way of life of the so - called conqueror .",,4,9,42,49,federal,,1930-40,1990-00
2540611953,false,finalized,5,11/13/2019 17:57:43,,3.0,0.632,"txt president hoover won a point in his differences with the house economy committee today when the committee postponed action on its plan to cut all [[federal]] salaries exceeding $ 1 , 000 by a flat 11 per cent . representative douglas , democrat , of arizona , voted with the three republican members of the committee to sustain the president ' s contention that a single bill containing all reduction and consolidation proposals would have a better chance to pass the house and senate .","its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .",,0,6,12,35,federal,,1930-40,1910-20
2540611954,false,finalized,5,11/13/2019 17:36:46,,2.4,0.8,"two months ago , the 2 , 000 - tree lemon and orange grove of gabriel ramirez , near valles , on the pan american highway , was a rich and blooming place . last week , like most orchards in the lush , hot valley , ramirez ' trees were soot - black with the [[leaf]] - ravaging larvae of the mosca prieta ( citrus black fly ) . mexico city newspapers awoke to the threat of a national disaster : mexican agriculture faced a ruinous fruit - fly plague .",beer . the [[leaf]] clan man let his eyes drift from chee to study the police car . he gestured vaguely toward the other man .,,7,8,22,31,leaf,,1930-40,1970-80
2540611955,false,finalized,5,11/13/2019 17:51:44,,2.8,0.4,"twoflower had vanished . as rincewind stared at the crowd , with sensations of prickly horror travelling up his [[spine]] , there came a gentle prod in the small of his back . turn without haste , ' said a voice like black silk .","notes and fling them into the waste basket before the eyes of the bearer , with an expression of perfect contempt . also , the secretary ' s admirers , and perhaps the secretary himself to some degree , felt that he was the president ' s chief monitor and by peremptory argument could sway that amiable but somewhat [[spine]] less personage into the course dictated by true wisdom and patriotism . an instance of this , important if true , is the vehement persuasion by which stanton is said to have modified the second inaugural , insisting that his superior was too ready to surrender power to the generals in the field .",,4,3,1,15,spine,,1970-80,1910-20
2540611956,false,finalized,5,11/13/2019 17:39:31,,2.4,0.8,"to get the minimum clearance of i / 16 inch between the door and its jamb , this dimension on the door casing is increased to 5 / 16 inch . measure the hinge [[leaf]] accurately and lay out the recess casing using the marks previously made to locate the hinges . much depends upon the accuracy of location and layout of recess .","liberation of many hundreds of american soldiers and civilians held in manchuria and china , and the capture of the puppet emperor of manchuria , the former henry pu yi , all taking place within a few days , recall the events of forty decisive months which saw the japanese empire reach its climax and fall into complete ruins . to [[leaf]] through the yellowing files of 1942 is to realize how near we came to being driven out of the pacific and by what qualities , what labors and what risks our cause was redeemed . bataan fell on april 9 , 1942 .",,5,2,7,27,leaf,,1930-40,1930-40
2540611957,false,finalized,5,11/13/2019 20:23:38,,3.0,0.632,095 after depreciation . [[federal]] taxes . etc .,"men are the substance and must do the business . "" 1 the form of the constitution was evolved in the various state constitutions made during the revolution ; the [[federal]] idea came from an footnote 1 hunt ' s madison ' s notes , ii , 165 . 229 attempt to find some solution for the economic difficulties whose pressure was so seriously felt after the war was ended ; the first administrative traditions were created by the pressure of necessity and the genius of hamilton .",,7,9,15,45,federal,,1910-20,1910-20
2540611958,false,finalized,5,11/13/2019 17:44:08,,2.2,0.98,"twoflower had vanished . as rincewind stared at the crowd , with sensations of prickly horror travelling up his [[spine]] , there came a gentle prod in the small of his back . turn without haste , ' said a voice like black silk .",""" the sloganizing was cheap and distasteful . madison avenue admen and washington flacks should be able to turn out something more [[spine]] - tingling than "" whip inflation now . "" the specifics of the appeal are absurd : cut the food you waste by 5 per cent ; drive less ; heat less ; car - pool ; wash in cold water .",,4,3,1,16,spine,,1970-80,1970-80
2540611959,false,finalized,5,11/13/2019 17:42:37,,2.6,1.02,"a meeting was arranged between the president of the production company and the director of programming of the network , after which it was announced that the network had changed its mind ; it now approved the series ? and would receive 50 percent of all [[net]] profits from nonnetwork uses after the original run . since the pilot had been made and the series presold , the network was taking no risk .","complexion ; nor improve the laborious heaping up of sentences that recall freshman compositions in which every preposition helped to attain the required thousand words . in this case the required 214 pages contain the usual directions for shifting the weight from the right to the left foot ; a lucid diagram of the centre theory ( advising for [[net]] play a deep ball centre , which opens up less ) ; repeated admonitions to practice "" for is it not so in everything - the more one learns the more one realizes there is still more to learn ? "" ; and 32 drawings by the author of various tennis stars in action .",,2,6,1,20,net,,1970-80,1910-20
2540611960,false,finalized,5,11/13/2019 17:19:20,,3.2,0.4,""" i ' d been apprehensive about how she would react , but all she did was look surprised and say "" oh . "" no real child would have settled for such an answer ; by accepting it , little pam identified herself as [[virtual]] , and let me recover some sense of control . but then she started giving me the once - over , and i saw her take in the size of my chest , and her eyes widen in dismay .","it has been labeled teledildonics by several authors . at least one [[virtual]] - reality company , thinking software of woodside , new york , is selling a "" cybersex machine , "" and there are some multimedia sexual experiences that come close to virtual reality . these products are not very advanced , however , and many obstacles must be overcome to produce a satisfying tactile experience .",,1,0,4,9,virtual,,1990-00,1990-00
2540611961,false,finalized,5,11/13/2019 17:26:37,,2.6,1.02,"you do n ' t see many trailers like steve badanes ' 1956 silver airstream anymore . round and [[compact]] , it is one of those sleek design achievements of the 1950s that can make people nostalgic for tackiness . badanes even travels with a plastic pink flamingo that he props outside the door wherever he parks .","also the condo in palm beach . ( she finds the [[compact]] disc she has been searching for and comes down . ) also my share of the royalties on any and all recordings , compact discs , cassettes , videocassettes , or films made prior to our divorce .",,0,3,6,16,compact,,1970-80,1970-80
2540611962,false,finalized,5,11/13/2019 17:53:48,,3.2,1.166,"endorsing the principle of social security in provision for the needy aged , sick , disabled and unemployed . the declaration expressed doubt that the new [[federal]] social security act would accomplish its ends , and suggested amendments . but pledged industry to cooperate to make it effective .","international regulations on environmental standards , such as the persistent organic pollutants treaty ( pops ) ; * 2 ) fight for passage of and adherence to right to know laws globally , nationally , and locally that ensure communities are informed about what chemicals are being deposited in their backyards , allowing for pressure on companies to comply with [[federal]] and statewide regulations ; * 3 ) advocate for the precautionary principle , which holds that governments and corporations should take measures to protect public health and the environment where substantial damage is threatened harm ; and * 4 ) propel environmentally savvy women into public office and leadership of environmental organizations , to link",,7,6,17,39,federal,,1930-40,1990-00
2540611963,false,finalized,5,11/13/2019 17:40:09,,2.0,0.894,""" i ' ll do it and you ' ll come with me , "" he declared . "" a worse [[compact]] than this i never struck . who ever taught my friend to find his changelings in squirrel - haunted wood !",pack more gravel around the legs and fill the center area with decomposed granite . dampen and [[compact]] the granite with a tamper . 7 .,,1,2,4,13,compact,,1990-00,1950-60
2540611964,false,finalized,5,11/13/2019 17:10:50,,2.6,0.8,"even when confronted last week with photographs of the children carried from the crumpled alfred p . murrah [[federal]] building - - some bloody and numb with shock , others already dead - - mcveigh appeared unshaken . the accused bomber seems to have decided that he is a prisoner of war .",""" next we turned our attention to another camp nearby , where a hunch of colored soldiers were bivouacked . some of our boys had a special hatred for negro [[federal]] troops . personally , i did n ' t give a damn what color a man ' s skin was inside his uniform .",,8,5,4,31,federal,,1990-00,1970-80
2540611965,false,finalized,5,11/13/2019 17:34:05,,2.6,0.8,"in the leaves of the elder ( fig . too , [[leaf]] of the fuchsia two or three palisade cells frequently join by their lower ends on to one and the same cell of the spongy parenchyma ( fig . 98 ; see also fig .","two months ago , the 2 , 000 - tree lemon and orange grove of gabriel ramirez , near valles , on the pan american highway , was a rich and blooming place . last week , like most orchards in the lush , hot valley , ramirez ' trees were soot - black with the [[leaf]] - ravaging larvae of the mosca prieta ( citrus black fly ) . mexico city newspapers awoke to the threat of a national disaster : mexican agriculture faced a ruinous fruit - fly plague .",,0,7,13,22,leaf,,1950-60,1930-40
2540611966,false,finalized,5,11/13/2019 17:42:25,,2.2,0.748,"there should be such a fire every saturday afternoon at the same time with the same actual damage . this time it was the records and documents of the [[federal]] trade commisision , said to be "" priceless . "" also the reels of official motion pictures of historical or technical value .","was the inherited pattern of individualism and particularism that in spite of countless and continuous marriage alliances between the rulers of these city states , political connections never developed beyond the point of military alliances . far from reaching the kind of unification toward which the monarchy in france was moving , the italian city states did not even develop those [[federal]] leagues which might have served as a substitute and been a bulwark against disaster when the northern invasions began . | indeed it was not in the advanced civilization of the italian city states , but in the economically and culturally backward cantons of switzerland that europe found the first successful example of federal institutions since antiquity .",,1,9,22,48,federal,,1930-40,1950-60
2540611967,false,finalized,5,11/13/2019 17:14:22,,3.0,0.632,", sponsored by the allied military government , finished its 16 - day stand in manhattan . orders were heaviest for china ( $ 250 , 000 ) , office machinery ( $ 120 , 000 ) and cameras and [[optical]] instruments ( $ 100 , 000 ) . total business was a low $ 1 , 200 , 000 , but the germans hoped the sample orders would eventually bring many more .","the 175th had been the first national guard squadron to receive lantirn . it was a small collection of electronic and [[optical]] systems that enabled the hog to see at night while flying at minimum altitude searching for targets . the systems projected a head - up display ( hud ) on the fighter ' s windshield , in effect turning night to day and making this mission profile marginally less hazardous .",,0,4,7,16,optical,,1930-40,1970-80
2540611968,false,finalized,5,11/13/2019 18:52:50,,1.8,0.98,"preformatted table 7 . functional expenses the foundation ' s expenses , which are reported on an object basis in the accompanying statement of activities , benefited the following program and supporting services : preformatted table offices of asme international preformatted table graph : asme foundation [[net]] assets photo ( color ) : in march , asme member monica moman - saunders ( right ) testified before the house science committee in support of a bill to determine if barriers exist for women in science and technology . participants in the region xii human - powered vehicle competition designed unusual ways",""" in the heat of last autumn ' s state campaign , the inquirer declared that "" law partners and associates of charles j . margiotti , attorney general and political bludgeon of the earle democratic administration , are out to grab a tax collection authority which may [[net]] them millions in the next four years . "" attorney general charles joseph margiotti is said to control the votes of 200 , 000 pennsylvania italians .",,2,1,4,17,net,,1990-00,1930-40
2540611969,false,finalized,5,11/13/2019 17:49:54,,1.8,0.98,""" a hush had fallen upon all . even the women and children peeping out of the palm - [[leaf]] hovels stopped their chatter and looked with wide - open eyes . illustration : "" tumwah , send the rain - clouds here "" "" build the fires !","the street is filled with people who are too medicated to talk so they wave at one another , look like big birds that are using the avenue as a runway . i wait in line at the newsstand , [[leaf]] through slick pornography , show no shame at all . the times truck seems like an airplane that ' s dropping supplies to the troops .",,3,2,15,26,leaf,,1910-20,1970-80
2540611970,false,finalized,5,11/13/2019 17:34:05,,3.0,0.0,"dooling in the office of district attorney swann , were asked , "" who gets the money to that district ? "" this situation , denounced by one [[federal]] official as "" one of the most outrageous "" ever brougnt to his attention , came about , according to the board members , because of two disgruntled men who had been certified ? for service .","its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .",,3,6,25,35,federal,,1910-20,1910-20
2540611971,false,finalized,5,11/13/2019 17:50:20,,2.6,1.02, * wastewater . the [[federal]] government alleges ibp has violated ammonia limitations . ibp officials disagree .,"txt president hoover won a point in his differences with the house economy committee today when the committee postponed action on its plan to cut all [[federal]] salaries exceeding $ 1 , 000 by a flat 11 per cent . representative douglas , democrat , of arizona , voted with the three republican members of the committee to sustain the president ' s contention that a single bill containing all reduction and consolidation proposals would have a better chance to pass the house and senate .",,2,0,9,12,federal,,1990-00,1930-40
2540611972,false,finalized,5,11/13/2019 17:10:50,,2.4,0.8,"i ' m a red ball walking ; kill me and all the resources of the city ' s homicide division will be brought to bear on , too . in fact , i think i ' d get almost as much coverage as gregory youssef , a [[federal]] prosecutor found stabbed to death last year . perhaps i should carry a clipping of that case , too , for it was really youssef ' s death that changed my life , although i did n ' t know it at the time .","its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .",,3,6,29,35,federal,,1990-00,1910-20
2540611973,false,finalized,5,11/13/2019 19:49:29,,2.8,0.4,"dooling in the office of district attorney swann , were asked , "" who gets the money to that district ? "" this situation , denounced by one [[federal]] official as "" one of the most outrageous "" ever brougnt to his attention , came about , according to the board members , because of two disgruntled men who had been certified ? for service .","there were some very profound geo - political reasons why the british decided to pass the proclamation of 1763 and quebec act of america , faced with all that was taking place in the american colonies . yet it was truly remarkable that , in this period of imperial history , the british themselves would begin to understand the importance of the [[federal]] principle and the federal idea , even in the heart of the empire . having won a military victory in 1759 , it would have been possible for the british to have insisted that those who had been conquered conform entirely to the culture , to the government , and to the way of life of the so - called conqueror .",,3,9,25,47,federal,,1910-20,1930-40
2540611974,false,finalized,5,11/13/2019 17:39:32,,2.2,0.98,"many of them began to carry guns openly , then several shots were fired through a train and that night , in a long volley of shooting , a man was killed . the sheriff wired for the militia and the railroad company moved all its strikebreakers into the shops area , housing them in [[brick]] sheds , warehouses and the roundhouse . after a second riot with ten or so wounded occurred , a ten - foot fence was erected around the railroad yards so that when the militia arrived the men encamped in tents pitched along the stockade .","he was violentlyagitated and seemed not to know what move to make . his face grew [[brick]] red . "" how long have you been in this building ?",,0,1,3,8,brick,,1950-60,1950-60
2540611975,false,finalized,5,11/13/2019 17:53:22,,2.6,0.8,"it takes incredibly expensive , highprecision machinery to grind the curves into mirrors or fabricate lenses . some lenses comprise up to four separate elements , each with two [[optical]] surfaces . and the larger the mirror or lens , the bigger and stronger the supporting tube , drive , and tripod have to be .","its operating earnings should be "" substantially above "" that of the period a year earlier , he added . lens crafters is now the country ' s largest chain of [[optical]] stores . the proceeds from the sale of the footwear division will be used to increase the company ' s dividend from 46 cents a share , to $ 1 a share , and reduce its debt .",,1,0,4,6,optical,,1990-00,1970-80
2540611976,false,finalized,5,11/13/2019 17:40:02,,2.0,0.894,"but the waves were rising strangely , she thought , - - rising , rising - - at last , she felt and stopped her . somewhere , there was the soft thud of a falling body ; then the cool greenness closed around her and held her tenderly , a crumpled [[leaf]] that the whirlwind had dropped from its sport . chapter viii .","at least some of the paving is porous enough to allow rainfall to pass through it to plant roots , rather than running off to the street . [[leaf]] litter is turned to compost that enriches the soil . grass clippings left on lawns break down to form nitrogen .",,6,7,0,24,leaf,,1910-20,1990-00
2540611977,false,finalized,5,11/13/2019 17:57:43,,2.0,0.894,"serve individual portions topped with chopped egg and scallions . scallop , cauliflower , and snow pea salad ( makes 6 servings ) table put enough water to cover scallops in a saucepan with onion , bay [[leaf]] , lemon , and peppercorns . bring to boil ; simmer 5 minutes .","the street is filled with people who are too medicated to talk so they wave at one another , look like big birds that are using the avenue as a runway . i wait in line at the newsstand , [[leaf]] through slick pornography , show no shame at all . the times truck seems like an airplane that ' s dropping supplies to the troops .",,3,2,19,26,leaf,,1990-00,1970-80
2540611978,false,finalized,5,11/13/2019 17:50:49,,2.8,0.4,"123 - 124 ( so the leaf is numbered on its upper outboard corners ) makes much sense to its present reader . a more knowledgeable and perceptive eye than b three ' s might register that since the [[leaf]] ' s recto ( 123 ) happens to conclude one chapter of or selection from the overall text , and the verso ( 124 ) therefore to begin another , the title of the book itself - which would normally appear as a running head on the left - hand , even - numbered page - - is missing ;","they were massive in proportion because of the tremendously scaled rooms of the day . one can maintain a key to the renaissance and louis xiv styles by remembering the popular motifs of the day were the acanthus [[leaf]] , sunburst , bird , and mask carvings . the chairs of this period , both louis xiii and xiv , had curved stretcher bars placed rather close to the floor .",,5,3,9,16,leaf,,1990-00,1970-80
2540611979,false,finalized,5,11/13/2019 17:34:34,,3.2,0.4,"econpnly study a . complete study of the possibilities of unification should he undertaken to see whether or not this would [[net]] save billions of dollars a year . by unification i mean not abolishing the three services , but providing for one chief of staff and one supply corps .",""" the first pitch stanley threw to fisk went bye - bye into the screen . the drive actually hit the top of the wall and then ricocheted off a light tower support and into the [[net]] . "" i thought it would be a double , "" said center fielder rick miller , the hero ' s brother - in - law , who hurried over to play the carom that never came .",,1,6,18,21,net,,1950-60,1970-80
2540611980,false,finalized,5,11/13/2019 17:35:24,,2.8,0.4,"the federal anti - racketeering statute is pretty good proof of this . since the new extortion statute applies to extortion in interstate commerce not only by means of telegraph , telephone , and radio , but also by means of any "" oral message , "" it gives practically complete jurisdiction over the crime to the [[federal]] government . yet that the extortion statute may be interpreted widely to give it most of the effect of an antiracketeering statute is plain from the statement of professor maley in his powerful weapon to be used against racketeering .","international regulations on environmental standards , such as the persistent organic pollutants treaty ( pops ) ; * 2 ) fight for passage of and adherence to right to know laws globally , nationally , and locally that ensure communities are informed about what chemicals are being deposited in their backyards , allowing for pressure on companies to comply with [[federal]] and statewide regulations ; * 3 ) advocate for the precautionary principle , which holds that governments and corporations should take measures to protect public health and the environment where substantial damage is threatened harm ; and * 4 ) propel environmentally savvy women into public office and leadership of environmental organizations , to link",,2,6,7,39,federal,,1930-40,1990-00
2540611981,false,finalized,5,11/13/2019 17:44:08,,3.2,0.4,"rediscount rates . as expected , the chicago and boston [[federal]] reserve banks , by lifting their rediscount rates above the country ' s 4 % level to 4 % a fortnight ago , excited other district banks last week to do the same . so doing were st .","second highest court , avoided interviews after and three attorneys out thru the judge ' s door of the courtroom , where he took a special elevator to his own chambers on the 27th floor of the building . om leave from his $ 12 , 500 a year post , kerner is expected to appeal to a special panel of [[federal]] judges set up to hear reviews of his case and to the united states supreme court . he issued a statement from his chambers which read : "" despite the verdict of the jurors , at no time that i have held public office have i taken any advantage and i have always tried and i always made my judgments",,0,3,10,26,federal,,1910-20,1970-80
2540611982,false,finalized,5,11/13/2019 17:41:08,,2.2,0.748,morgan shuster ' s stand against russia ' s throttling tactics in persia has been of service to that country . lord morley ' s statement in the house of lords last week has been roused against slavish adherence to a [[compact]] which russia seemed determined to turn into an instrument for undermining persian independence . it is also not improbable that the british sporting spirit has been impressed by mr .,pack more gravel around the legs and fill the center area with decomposed granite . dampen and [[compact]] the granite with a tamper . 7 .,,1,2,0,13,compact,,1910-20,1950-60
2540611983,false,finalized,5,11/13/2019 18:08:24,,2.8,1.166,fight had been expected . police and [[federal]] operatives felt relieved today that kelly had been captured without the loss of a life . it had been expected that he would resist unto the last bullet .,"they sell them when they want cash to make loans to business men and consumers . if the [[federal]] reserve . which is a kind of "" market of last resort , "" stops its buying , the banks will have a harder job selling and thus will make fewer loans .",,8,4,2,43,federal,,1930-40,1950-60
2540611998,false,finalized,5,11/13/2019 18:23:12,,2.6,0.49,"endorsing the principle of social security in provision for the needy aged , sick , disabled and unemployed . the declaration expressed doubt that the new [[federal]] social security act would accomplish its ends , and suggested amendments . but pledged industry to cooperate to make it effective .","there should be such a fire every saturday afternoon at the same time with the same actual damage . this time it was the records and documents of the [[federal]] trade commisision , said to be "" priceless . "" also the reels of official motion pictures of historical or technical value .",,7,1,17,22,federal,,1930-40,1930-40
2540611999,false,finalized,5,11/13/2019 18:17:46,,2.4,1.2,""" the quick thinking and acting on the part of mr . mitchell , who is the resident of the largest bank in the united states , should have been commended instead of condemned by the author of the [[federal]] reserve bill . "" senator glass may have been one of the authors of the federal reserve bill , but he is not now responrible for its operation .","profound geo - political reasons why the british decided to pass the proclamation of 1763 and quebec act of america , faced with all that was taking place in the american colonies . yet it was truly remarkable that , in this period of imperial history , the british themselves would begin to understand the importance of the federal principle and the [[federal]] idea , even in the heart of the empire . having won a military victory in 1759 , it would have been possible for the british to have insisted that those who had been conquered conform entirely to the culture , to the government , and to the way of life of the so - called conqueror .",,4,9,40,49,federal,,1910-20,1990-00
2540612000,false,finalized,5,11/13/2019 17:38:08,,2.4,1.2,""" now , it will be evident that most of these fundamental statements are very questionable statements . men are not born equal , they are not born free ; they are born a most various multitude enmeshed in an ancient and complex social [[net]] . nor is any man invited to sign the social contract , or , failing that , to depart into solitude .","complexion ; nor improve the laborious heaping up of sentences that recall freshman compositions in which every preposition helped to attain the required thousand words . in this case the required 214 pages contain the usual directions for shifting the weight from the right to the left foot ; a lucid diagram of the centre theory ( advising for [[net]] play a deep ball centre , which opens up less ) ; repeated admonitions to practice "" for is it not so in everything - the more one learns the more one realizes there is still more to learn ? "" ; and 32 drawings by the author of various tennis stars in action .",,4,6,7,20,net,,1930-40,1910-20
2540612001,false,finalized,5,11/13/2019 17:38:11,,2.6,1.02,"standard . sikeston ' s "" pole cat "" is editor charles blanton himself , a salty , 75 - year - old veteran of small - town journalism whose son henry is [[federal]] district attorney in st . louis , whose daughter , catherine , is senator pat harrison ' s secretary in washington ."," however , the recurring need to rely on a private individual in times of crisis slowly eroded the longstanding political opposition to a central bank . the [[federal]] reserve came into existence in 1913 , the same year that j . p .",,3,4,27,44,federal,,1930-40,1990-00
2540612002,false,finalized,5,11/13/2019 17:42:25,,2.8,0.4,"its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .","profound geo - political reasons why the british decided to pass the proclamation of 1763 and quebec act of america , faced with all that was taking place in the american colonies . yet it was truly remarkable that , in this period of imperial history , the british themselves would begin to understand the importance of the federal principle and the [[federal]] idea , even in the heart of the empire . having won a military victory in 1759 , it would have been possible for the british to have insisted that those who had been conquered conform entirely to the culture , to the government , and to the way of life of the so - called conqueror .",,6,9,35,49,federal,,1910-20,1990-00
2540612003,false,finalized,5,11/13/2019 17:42:09,,3.4,0.49, * wastewater . the [[federal]] government alleges ibp has violated ammonia limitations . ibp officials disagree .,"while it is no longer an official guide to navigation , it is still used by local mariners . unlike the highland light project , in which a [[federal]] agency - the army corps - is overseeing the operation , a private group , the nauset light preservation society , is the driving force behind the relocation , ms . burks says .",,2,1,9,24,federal,,1990-00,1990-00
2540612004,false,finalized,5,11/13/2019 17:41:12,,3.2,0.4," other 1950 reports : general motors corp . ' s [[net]] earnings during 1950 were $ 834 million , 27 % more than last year and the highest profit ever reported by any corporation in the world . ( g .","fastclick . [[net]] 1 , 834 , 000 hits . web advertisements .",,2,4,3,9,net,,1950-60,1990-00
2540612005,false,finalized,5,11/13/2019 17:38:11,,2.4,0.8,"its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .",""" the quick thinking and acting on the part of mr . mitchell , who is the resident of the largest bank in the united states , should have been commended instead of condemned by the author of the [[federal]] reserve bill . "" senator glass may have been one of the authors of the federal reserve bill , but he is not now responrible for its operation .",,6,4,35,40,federal,,1910-20,1910-20
2540612006,false,finalized,5,11/13/2019 17:47:26,,2.8,0.4,"pure hysteria occurred uncommonly . one patient had fallen down stairs 12 years before , landing on the base of the [[spine]] . iie was asymptomatic until the past three to four years , during which time ire had had intermittent low backache .","11 ) . it is a much longer , more heartshaped fruit than the others , and instead of having a reticulated or smooth surface the skin is covered with rather soft , [[spine]] - like projections , although in some varieties these may be merely warty protuberances . in color it is green , usually with blackish areas when fully ripe , with a cottony - white flesh having a fragrant , aromatic odor and a peculiar sourish - sweet , rather acid flavor .",,1,3,12,17,spine,,1930-40,1930-40
2540612007,false,finalized,5,11/13/2019 17:53:45,,3.2,0.748,"it ' s this legal fight that is raising all the questions about the role of government regulators in the failure . in a federal court case , these depositors charge that [[federal]] hank regulatory agencies , knowing san francisco national was "" insolvent or in imminent danger of insolvency , "" took unusual steps "" to keep the bank open and to avoid disclosure of its true condition to the public . "" consequently , the depositors complain , they were lulled into keeping in the bank","standard . sikeston ' s "" pole cat "" is editor charles blanton himself , a salty , 75 - year - old veteran of small - town journalism whose son henry is [[federal]] district attorney in st . louis , whose daughter , catherine , is senator pat harrison ' s secretary in washington .",,8,3,3,27,federal,,1950-60,1930-40
2540612008,false,finalized,5,11/13/2019 17:26:37,,2.0,0.632,woolworth . grant and other operators will try to thank idaho by buying more produce and goods locally : they ' d like to impress the [[optical]] illusion ? new autos only look a lot bigger .,tetracene ( a percussion explosive ) . [[optical]] glass and instruments . plexiglas ( a plastic glass used for airplanes ) .,,2,4,12,17,optical,,1930-40,1930-40
2540612009,false,finalized,5,11/13/2019 17:10:50,,2.6,0.8,"that evenin ' he give her a guitar lesson . now mike himself was a sad musician , and the sound of him fandangoin ' uncertainly up and down the fretful [[spine]] of that instrument was a tribulation i ' d put up with on account of friendship , pure and simple , but when our tent and scraped snake - dances out of them catguts with a fish - bone , i pulled my freight and laid out in the moonlight with the dogs . mike ' s",what about a nice thrilling murder ? something that gives you shivers up the [[spine]] ? some frankenstein maybe .,,0,0,5,8,spine,,1910-20,1950-60
2540612010,false,finalized,5,11/13/2019 17:54:16,,3.2,0.4,"txt attorney genet eral daugherty , refusing to make any concession to criticism of the temporary injunction he obtained against the striking railway shopmen ten days ago , will personally appear tomorrow before judge james h . wilkerson in the [[federal]] cottle here , determined to stick to his guns in a fight to have the drastic restraining order made permanent . this unqualified forecast was made tonight by one closely in touch with the government ' s plan of campaign to put a curb on railway strike activities .","s . supreme court ordered the [[federal]] government to pay some $ 122 million to eight tribes of sioux indians to make up for the illegal seizure of their tribal lands in 1877 . two years ago , japanese americans forced into internment camps during world war ii were awarded checks for $ 20 , 000 .",,8,0,0,11,federal,,1910-20,1970-80
2540612011,false,finalized,5,11/13/2019 17:34:34,,3.0,0.0,"the credit for victory is given to ed . leader , new yale [[coach]] , from washington . the same afternoon navy rowed to an easy victory over princeton and harvard at princeton .","the thornwood sprinter , whose first name is pronounced brew - shay , transferred to the south holland school from jackson , miss . , last fall and has been a most welcome addition to [[coach]] gary haupert ' s team . williams , a senior , has been one of the top sprinters in the chicago area this spring .",,0,0,5,6,coach,,1910-20,1970-80
